value,count
9882,1
9886,6
9898,1
9905,1
9906,1
9913,1
9918,1
9921,1
9937,1
9940,1
9962,1
9966,1
9967,1
9975,1
9978,2
9979,1
9982,1
9987,1
9990,1
9991,2
9994,1
9995,2
9996,3
9999,1
10003,1
10006,5
10008,1
10010,2
10011,1
10014,1
10015,1
10016,4
10017,2
10018,6
10020,6
10022,4
10023,1188
10024,6
10025,1
10026,7
10028,1
10029,1
10030,15
10032,7
10034,18
10036,13
10038,1289
10040,18
10041,1
10042,1274
10044,16
10045,3
10046,1284
10048,35
10049,1
10050,29
10051,1
10052,6
10054,27595
10055,1
10056,23
10058,6314
10060,17
10062,72
10064,44
10066,10950
10068,30
10069,1
10070,89
10072,1309
10074,106
10076,1335
10078,89
10080,185
10081,1
10082,3000
10084,433
10085,1
10086,496
10088,6
10090,4904
10092,38
10094,124
10096,13
10097,1
10098,162
10100,44
10102,121
10104,24
10105,2
10106,3982
10108,36
10110,217
10112,21
10114,30069
10116,58
10117,1
10118,272
10120,69
10122,360
10124,21
10125,1
10126,8996
10128,75
10129,1
10130,44220
10132,69
10134,306
10136,83
10137,1
10138,10009
10139,1
10140,137
10141,1
10142,6540
10144,305
10146,179
10148,314
10150,275
10152,296
10153,2
10154,244
10156,74
10158,22215
10159,1
10160,69
10162,370
10164,39
10166,343
10167,1
10168,151
10170,659
10171,1
10172,119
10174,476
10176,462
10178,11866
10179,1
10180,101
10182,9541
10184,111
10186,78347
10188,103
10190,5337
10192,106
10194,209445
10195,1
10196,439
10198,649
10200,62
10202,88
10204,5
10206,55
10208,12
10210,36034
10212,21
10214,160
10216,1290
10218,53
10220,12
10222,12299
10224,37
10226,81
10228,35
10230,41
10232,1280
10234,42
10235,1
10236,28
10238,69
10240,34
10242,48
10244,25
10246,12196
10248,29
10250,85
10252,13
10254,134
10256,38
10258,12329
10260,12
10262,2332
10264,2421
10266,31
10268,9
10270,14
10272,22
10274,2387
10276,12
10278,32
10279,1
10280,13
10282,1244
10284,8
10286,1217
10288,25
10290,41
10292,12
10294,21
10295,1
10296,7
10298,14
10300,6
10302,23
10304,2
10306,30
10308,2
10310,100
10312,1167
10314,61
10315,2
10316,6
10318,30
10320,4
10321,1
10322,9835
10324,2
10326,94
10328,28
10330,32
10332,5
10334,8
10336,3
10338,10
10340,2
10342,1
10343,1
10344,3
10346,1
10348,4
10350,1
10352,7
10354,1214
10356,6
10358,2
10360,2
10362,3
10363,1
10366,2
10368,1
10371,1
10372,1
10379,1
10384,1
10387,1
10394,1
10396,2
10398,1
10400,1
10402,1
10404,1
10406,2
10407,2
10409,1
10410,2
10411,1
10414,3
10415,1
10422,2
10426,2
10430,7
10434,7
10438,3
10440,2
10442,397
10444,1
10446,793
10450,4
10452,1
10454,1
10456,2
10458,1
10460,2
10462,2
10464,4
10466,2
10470,2
10472,1
10474,2
10476,2
10478,2
10480,1
10482,3
10484,2
10486,1
10488,1
10490,3
10494,1
10496,1
10504,1
10506,1
10514,398
10516,406
10522,398
